Molecule ChEMBL ID,#RO5 Violations,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,=,22.46,nM,CHEMBL1634306,Inhibition of human HDAC7 by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1629537,1,Scientific Literature,J Med Chem,2010,None,,
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,Inhibition,<,50,%,CHEMBL2423461,Inhibition of recombinant human HDAC7 enzyme using Ac-LeuGlyLys (tfa)-AMC as substrate at 50 uM after 15 to 30 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2417416,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL2381517,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL14227,0,CCCC(=O)O,IC50,>,2000000,nM,CHEMBL1680138,Inhibition of human recombinant HDAC7,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1671826,1,Scientific Literature,ACS Med Chem Lett,2011,None,,
CHEMBL2381524,0,O=C(/C=C/c1cccc(C(=O)NO)c1)Nc1ccccc1,IC50,=,8400,nM,CHEMBL2384802,Inhibition of HDAC7 (unknown origin) after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2380312,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL564876,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3335311,0,O=C(CCCCCc1ccn(Cc2ccc(-c3ccccc3)cc2)n1)NO,IC50,=,5600,nM,CHEMBL3388844,Inhibition of human recombinant HDAC7 after 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3352093,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL3427748,0,NC(=O)C1CCCc2c(-c3ccc(Cl)c(Cl)c3)n[nH]c21,Inhibition,,,%,CHEMBL3429776,Inhibition of HDAC7 (unknown origin) at 20 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3425433,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,
CHEMBL3335302,0,O=C(CCCCc1ccn(Cc2cccc(Oc3ccccc3)c2)n1)NO,Inhibition,,,%,CHEMBL3389423,Inhibition of human recombinant HDAC7 up to 10 uM after 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3352093,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL3335290,0,Cc1ccc(Cn2ccc(CCCCC(=O)NO)n2)cc1,Inhibition,,,%,CHEMBL3389423,Inhibition of human recombinant HDAC7 up to 10 uM after 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3352093,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL3335294,0,O=C(CCCCc1ccn(Cc2ccc(N3CCOCC3)cc2)n1)NO,IC50,=,854,nM,CHEMBL3388844,Inhibition of human recombinant HDAC7 after 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3352093,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL489332,0,O=C(/C=C/c1ccc2c(c1)nc(CCc1ccccc1)n2CCN1CCCCC1)NO,Ki,,,,CHEMBL1832526,Competitive inhibition of HDAC7 using KI-104 as substrate by fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1828590,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL3335304,0,O=C(CCCCc1ccn(Cc2cccc(Br)c2)n1)NO,IC50,=,7680,nM,CHEMBL3388844,Inhibition of human recombinant HDAC7 after 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3352093,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL3335307,0,O=C(CCCCc1ccn(Cc2ccc3ccccc3c2)n1)NO,IC50,=,4400,nM,CHEMBL3388844,Inhibition of human recombinant HDAC7 after 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3352093,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL3427768,0,NC(=O)C1CCCCc2c(-c3ccc(Cl)cc3)n[nH]c21,Inhibition,,,%,CHEMBL3430209,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3425433,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,
CHEMBL3427774,0,CC1(C)Cc2c(-c3cc4ccccc4s3)n[nH]c2C(C(N)=O)C1,Inhibition,,,%,CHEMBL3430209,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3425433,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,
CHEMBL3427776,0,NC(=O)C1CC2(Cc3c(-c4ccc(Cl)cc4)n[nH]c31)OCCO2,Inhibition,,,%,CHEMBL3430209,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3425433,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,
CHEMBL1934895,1,O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccc(I)cc1,Kd,=,4100,nM,CHEMBL1937194,Inhibition of recombinant human HDAC7 using Boc-L-Lys(trifluoroacetyl)-MCA as substrate by fluorogenic enzymatic assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1932952,1,Scientific Literature,Bioorg Med Chem,2012,None,,
CHEMBL1934896,1,Cc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NO)cc1C,Kd,=,3300,nM,CHEMBL1937194,Inhibition of recombinant human HDAC7 using Boc-L-Lys(trifluoroacetyl)-MCA as substrate by fluorogenic enzymatic assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1932952,1,Scientific Literature,Bioorg Med Chem,2012,None,,
CHEMBL1934907,2,O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccc2cc3ccccc3cc2c1,Kd,=,38000,nM,CHEMBL1937194,Inhibition of recombinant human HDAC7 using Boc-L-Lys(trifluoroacetyl)-MCA as substrate by fluorogenic enzymatic assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1932952,1,Scientific Literature,Bioorg Med Chem,2012,None,,
CHEMBL343448,1,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,Inhibition,=,34,%,CHEMBL3366368,Inhibition of HDAC7 (unknown origin) at 1 uM incubated for 30 mins in presence of BSA and DTT by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3352121,1,Scientific Literature,ACS Med Chem Lett,2014,None,,
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,>,10000,nM,CHEMBL1002518,Inhibition of wild type His-tagged HDAC7 catalytic domain T515-L952 expressed in Escherichia coli,B,BAO_0000019,assay format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1136937,1,Scientific Literature,J Med Chem,2009,None,,
CHEMBL1914702,2,[N-]=[N+]=NCc1cc(N=[N+]=[N-])cc(C(=O)Nc2ccc(-c3cc(C(=O)NCCCCCCC(=O)NO)no3)cc2)c1,IC50,=,2230,nM,CHEMBL1921149,Inhibition of human recombinant HDAC7 using fluorophore-conjugated substrate Boc-L-Lys(Ac)-AMC after 60 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1914352,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL272980,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3220923,0,CC(=O)N1c2ccc(NC(=O)CCCCCCC(=O)NO)cc2[C@H](NC(=O)OC(C)C)C[C@@H]1C,IC50,=,22910,nM,CHEMBL3224043,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3217474,1,Scientific Literature,Medchemcomm,2014,None,,
CHEMBL1173445,2,CCCCCCCC(=O)SCC/C=C/[C@@H]1CC(=O)NCc2nc(cs2)C2=N[C@@](C)(CS2)C(=O)N[C@@H](C(C)C)C(=O)O1,IC50,>,10000,nM,CHEMBL3627134,Inhibition of recombinant human HDAC7 after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3621100,1,Scientific Literature,J Med Chem,2015,None,,
CHEMBL3621296,0,O=C(CCCCC(=O)Nc1ccc2c(c1)/C(=C/c1ccc[nH]1)C(=O)N2)NO,IC50,,,,CHEMBL3626714,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3621077,1,Scientific Literature,Medchemcomm,2014,None,,
CHEMBL3621298,1,Nc1ccccc1NC(=O)CCCCCCC(=O)Nc1ccc2c(c1)/C(=C/c1ccc[nH]1)C(=O)N2,IC50,,,,CHEMBL3626714,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3621077,1,Scientific Literature,Medchemcomm,2014,None,,
CHEMBL2105763,0,Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21,Ki,=,66.6,nM,CHEMBL3598918,Inhibition of human HDAC7,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3596180,1,Scientific Literature,Bioorg Med Chem,2015,None,,
CHEMBL1096982,1,O=C(O)CC/C=C\C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,IC50,,,,CHEMBL1121324,Inhibition of HDAC7 catalytic domain expressed in Escherichia coli up to 50 uM after 15 mins by fluorescence assay,B,BAO_0000019,assay format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1158553,1,Scientific Literature,Bioorg Med Chem,2010,None,,
CHEMBL4563988,0,COC(=O)c1ccc2ccccc2c1OCCCCCCCC(=O)NO,IC50,,,,CHEMBL4398754,Inhibition of human recombinant HDAC7 using fluorogenic HDAC substrate class 2a measured after 45 mins by fluorimetry assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4396900,1,Scientific Literature,ACS Med Chem Lett,2019,None,,
CHEMBL3670669,2,COc1ccc(-c2cc(-c3ccccc3)[nH]c2C(=O)NCc2ccc(C(=O)Nc3ccccn3)cc2)cc1,IC50,=,178,nM,CHEMBL3707527,Enzyme Assay: The reactions were carried out in a 96-well microplate for fluorometry in a 50 μl reaction volume. After the deacetylation reaction,,,,,,,,,,,,,,,,,,,,
CHEMBL3670675,1,Nc1ccccc1NC(=O)c1ccc(CNC(=O)c2[nH]c(-c3ccc(O)cc3)cc2-c2ccoc2)cc1,IC50,=,762,nM,CHEMBL3707527,Enzyme Assay: The reactions were carried out in a 96-well microplate for fluorometry in a 50 μl reaction volume. After the deacetylation reaction,,,,,,,,,,,,,,,,,,,,
CHEMBL4237803,0,COc1ccc(Nc2c(NCCCCCC(=O)NO)c(=O)c2=O)cc1,Ki,>,10000,nM,CHEMBL4236290,Inhibition of human recombinant HDAC7 using fluorogenic HDAC substrate class 2a after 45 mins by fluorimetrc method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4229543,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,,
CHEMBL271949,0,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccccc1,IC50,>,50000,nM,CHEMBL947927,Inhibition of HDAC7,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1143185,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,
CHEMBL235413,1,COc1ccc(NCc2ccc(C(=O)Nc3cc(-c4cccs4)ccc3O)cc2)cc1OC,Inhibition,<,50,%,CHEMBL900136,Inhibition of human recombinant HDAC7 at 20 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1138236,1,Scientific Literature,J Med Chem,2007,None,,
CHEMBL2414098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3735047,0,O=C(O)c1coc(-c2ccccc2O)n1,Inhibition,=,0,%,CHEMBL3738434,Inhibition of human recombinant HDAC7 at 20 uM using Boc-Lys(Tfa)-AMC as substrate after 30 to 60 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3734759,1,Scientific Literature,Medchemcomm,2015,None,,
CHEMBL3736030,0,O=C(Nc1ccccc1)c1coc(-c2ccccc2O)n1,Inhibition,=,1.3,%,CHEMBL3738434,Inhibition of human recombinant HDAC7 at 20 uM using Boc-Lys(Tfa)-AMC as substrate after 30 to 60 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3734759,1,Scientific Literature,Medchemcomm,2015,None,,
CHEMBL3734903,0,O=C(NCCC(c1ccccc1)c1ccccc1)c1coc(-c2ccccc2O)n1,Inhibition,=,0.7,%,CHEMBL3738434,Inhibition of human recombinant HDAC7 at 20 uM using Boc-Lys(Tfa)-AMC as substrate after 30 to 60 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3734759,1,Scientific Literature,Medchemcomm,2015,None,,
CHEMBL3734831,2,O=C(NCCCCNC(=S)NCCC(c1ccccc1)c1ccccc1)c1coc(-c2ccccc2O)n1,Inhibition,=,21.9,%,CHEMBL3738434,Inhibition of human recombinant HDAC7 at 20 uM using Boc-Lys(Tfa)-AMC as substrate after 30 to 60 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3734759,1,Scientific Literature,Medchemcomm,2015,None,,
CHEMBL2364628,0,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,IC50,=,1400,nM,CHEMBL2424301,Inhibition of HDAC7 (unknown origin) using tripeptide MAZ-1675 as substrate after 30 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2417402,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL4066043,0,O=C(NO)c1ccc(CC(=O)N(CCO)c2ccccc2)cc1,IC50,>,10000,nM,CHEMBL4422758,Inhibition of human N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 insect cells using 7-AMC-labelled HDAC substrate measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4422610,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308860,,
CHEMBL4537561,0,O=C(NO)c1ccc(Cn2c3c(c4cc(F)ccc42)CSCC3)cc1,IC50,=,200,nM,CHEMBL4422772,Inhibition of human HDAC7 using fluorogenic HDAC substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4422610,1,Scientific Literature,Eur J Med Chem,2018,None,,
CHEMBL4471619,0,O=C(NO)c1ccc(CN2c3ccccc3C[C@@H]3CCCC[C@H]32)cc1,IC50,>,30000,nM,CHEMBL4422772,Inhibition of human HDAC7 using fluorogenic HDAC substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4422610,1,Scientific Literature,Eur J Med Chem,2018,None,,
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,34.4,nM,CHEMBL3238610,Inhibition of human HDAC7 using fluorogenic tetrapeptide RHKKAc as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3232764,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,,,,CHEMBL4405133,Inhibition of recombinant human N-terminal GST-tagged HDAC7 (518 to 991 residues) expressed in baculovirus infected insect cells using fluorogenic HDAC class2a as substrate measured after 1 to 2 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4402587,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL4160579,1,CC(C)[C@@H](C(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)cc1)c1ccccc1,Inhibition,=,0,%,CHEMBL4133870,Inhibition of human HDAC7 at 1 uM using Boc-Lys(trifluoroacetyl)-AMC substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4130443,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL251011,0,COc1ccc(COC(CCCCCC(=O)NO)C(=O)Nc2ccccc2)cc1,IC50,=,432,nM,CHEMBL1634306,Inhibition of human HDAC7 by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1629537,1,Scientific Literature,J Med Chem,2010,None,,
CHEMBL2178221,1,Nc1ccccc1NC(=O)/C=C/c1ccc([C@H]2CN(CCO)C[C@@H]2C(=O)Nc2ccc(Cl)cc2)cc1,IC50,,,,CHEMBL2182323,Inhibition of HDAC7 using p53 (379 to 382 residues) based fluorogenic peptide substrate,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2177000,1,Scientific Literature,J Med Chem,2012,None,,
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,=,22.5,nM,CHEMBL3238610,Inhibition of human HDAC7 using fluorogenic tetrapeptide RHKKAc as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3232764,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL3335280,0,O=C(CCCCc1cccn1Cc1cccc(-c2ccccc2)c1)NO,Inhibition,,,%,CHEMBL3389423,Inhibition of human recombinant HDAC7 up to 10 uM after 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3352093,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL3335285,0,O=C(CCCCc1ncc2n1Cc1ccccc1-2)NO,Inhibition,,,%,CHEMBL3389423,Inhibition of human recombinant HDAC7 up to 10 uM after 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3352093,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL269935,0,O=C(Nc1cc(-c2ccccc2)ccc1O)c1ccccc1,IC50,>,50000,nM,CHEMBL940375,Inhibition of HDAC7,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1152282,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,
CHEMBL4444176,1,O=C(CCC1C(=O)N(c2ccc(Cl)cc2)C(=O)N1Cc1ccc(Br)cc1)Nc1ccc(C(=O)NO)cc1,IC50,=,6000,nM,CHEMBL4307326,Inhibition of HDAC7 (unknown origin) using Ac-LeuGlyLys(tfa)-AMC as substrate preincubated for 5 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4304789,1,Scientific Literature,ACS Med Chem Lett,2019,None,,
CHEMBL4561073,0,Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)/C=C2\NC(=O)c3ccccc32)cc1,Inhibition,,,%,CHEMBL4387982,Inhibition of HDAC7 (unknown origin) using Fluor de Lys substrate by fluorescence assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4387704,1,Scientific Literature,Eur J Med Chem,2019,None,,
CHEMBL27759,0,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,IC50,,,,CHEMBL4384544,Inhibition of human HDAC7 using Boc-Lys(trifluoroacetyl)-AMC as substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4382249,1,Scientific Literature,Eur J Med Chem,2019,None,,
CHEMBL4066043,0,O=C(NO)c1ccc(CC(=O)N(CCO)c2ccccc2)cc1,IC50,>,10000,nM,CHEMBL4035179,Inhibition of human HDAC7 after 15 mins by trypsin-coupled fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4033665,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,=,482,nM,CHEMBL4376741,Inhibition of recombinant full length human HDAC7 expressed in baculovirus infected Sf9 cells using FAM-RHKK-TFAc as substrate incubated for 3 hrs by electrophoretic mobility shift assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4373747,1,Scientific Literature,ACS Med Chem Lett,2020,CHEMBL3308860,,
CHEMBL3335301,0,O=C(CCCCc1ccn(Cc2cccc(Nc3ccccc3)c2)n1)NO,IC50,=,960,nM,CHEMBL3388844,Inhibition of human recombinant HDAC7 after 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3352093,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL3335310,0,O=C(CCCCc1cn(Cc2ccccc2)nc1-c1ccccc1)NO,IC50,=,487,nM,CHEMBL3388844,Inhibition of human recombinant HDAC7 after 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3352093,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL314389,0,O=C(/C=C/C#Cc1ccc(NS(=O)(=O)c2ccccc2)cc1)NO,Ki,=,324.7,nM,CHEMBL3598918,Inhibition of human HDAC7,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3596180,1,Scientific Literature,Bioorg Med Chem,2015,None,,
CHEMBL356769,2,O=C(CCCCCCC(=O)Nc1ccc([C@H]2O[C@@H](CSc3nc(-c4ccccc4)c(-c4ccccc4)o3)C[C@@H](c3ccc(CO)cc3)O2)cc1)NO,IC50,>,30000,nM,CHEMBL3888204,HDAC Activity Assay: HDAC assay is performed using fluorescently-labeled acetylated substrate,,,,,,,,,,,,,,,,,,,,
