Molecule ChEMBL ID,#RO5 Violations,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL148313,0,Cc1ccc(S(=O)(=O)Nc2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1,EC,=,5,uM,0,CHEMBL811364,Inhibition of acetylation of histone-4 in human T-24 cancer cells,F,BAO_0000219,cell-based format,None,None,None,T-24,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145900,1,Scientific Literature,J Med Chem,2003,CHEMBL3307700
CHEMBL4561073,0,Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)/C=C2\NC(=O)c3ccccc32)cc1,Inhibition,,,%,0,CHEMBL4387980,Inhibition of HDAC4 (unknown origin) using Fluor de Lys substrate by fluorescence assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4387704,1,Scientific Literature,Eur J Med Chem,2019,None
CHEMBL2018302,0,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,Ki,=,5380,nM,0,CHEMBL4399732,Inhibition of C-terminal His-tagged/N-terminal GST-tagged recombinant human HDAC4 (627 to 1084 residues) expressed in Baculovirus infected insect cells using Boc-Lys(TFa)-AMC as substrate preincubated for 5 mins followed by substrate addition and further incubation for 90 mins measured after 15 mins by microplate reader based fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4396934,1,Scientific Literature,Bioorg Med Chem,2019,None
CHEMBL1213457,1,O=C(/C=C/c1ccc(C(=O)N/N=C/c2ccc(O)c(O)c2O)cc1)NO,Ki,=,950,nM,0,CHEMBL1216985,Inhibition of human HDAC4,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1212811,1,Scientific Literature,Nat Chem Biol,2010,None
CHEMBL1213492,0,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL356066,0,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4172006,0,CC(C)(C(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)cc1)c1ccccc1,Inhibition,=,0,%,0,CHEMBL4133867,Inhibition of human HDAC4 at 1 uM using Boc-Lys(trifluoroacetyl)-AMC substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4130443,1,Scientific Literature,Eur J Med Chem,2017,None
CHEMBL2381524,0,O=C(/C=C/c1cccc(C(=O)NO)c1)Nc1ccccc1,IC50,=,14000,nM,0,CHEMBL2384805,Inhibition of HDAC4 (unknown origin) after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL2380312,1,Scientific Literature,J Med Chem,2013,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,>,10000,nM,1,CHEMBL3778486,Inhibition of recombinant HDAC4 (unknown origin) using AMC labeled AC-peptide as substrate incubated for 1 hr by fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3774354,1,Scientific Literature,J Med Chem,2016,None
CHEMBL98,0,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL356769,2,O=C(CCCCCCC(=O)Nc1ccc([C@H]2O[C@@H](CSc3nc(-c4ccccc4)c(-c4ccccc4)o3)C[C@@H](c3ccc(CO)cc3)O2)cc1)NO,IC50,=,17300,nM,1,CHEMBL3388103,Inhibition of N-terminal GST-tagged human HDAC4 (627 to 1085 residues) using fluorogenic acetyl-Lys(trifluoroacetyl)-AMC substrate incubated for 2 hrs by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3351349,1,Scientific Literature,Bioorg Med Chem Lett,2014,None
CHEMBL3621296,0,O=C(CCCCC(=O)Nc1ccc2c(c1)/C(=C/c1ccc[nH]1)C(=O)N2)NO,IC50,,,,0,CHEMBL3626711,Inhibition of HDAC4 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3621077,1,Scientific Literature,Medchemcomm,2014,None
CHEMBL493783,0,CN(Cc1ccccc1)C(=O)c1cnc(C(=O)C(F)(F)F)s1,IC50,=,2200,nM,0,CHEMBL995557,Inhibition of HDAC4GOF mutant expressed in Escherichia coli,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1150306,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL2431862,0,Cn1cccc1C(=O)NCc1ccc(C(=O)NO)cc1,IC50,=,15000,nM,0,CHEMBL3388103,Inhibition of N-terminal GST-tagged human HDAC4 (627 to 1085 residues) using fluorogenic acetyl-Lys(trifluoroacetyl)-AMC substrate incubated for 2 hrs by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3351349,1,Scientific Literature,Bioorg Med Chem Lett,2014,None
CHEMBL2312168,0,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3427744,0,NC(=O)C1CCCc2c(-c3ccc(Cl)cc3)n[nH]c21,Inhibition,,,%,0,CHEMBL3430207,Inhibition of HDAC4 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3425433,1,Scientific Literature,Bioorg Med Chem Lett,2015,None
CHEMBL3427753,0,NC(=O)C1CCCc2c(-c3ccc(F)cc3)n[nH]c21,Inhibition,,,%,0,CHEMBL3430207,Inhibition of HDAC4 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3425433,1,Scientific Literature,Bioorg Med Chem Lett,2015,None
CHEMBL1834368,0,C[C@@H](NC(=S)NC(=O)c1ccccc1)c1ccccc1,Activity,,,,0,CHEMBL1838710,Activation of HDAC4 using trifluoroacetyl-lysine containing fluorogenic substrate at 10 uM by spectrofluorometry,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1833857,1,Scientific Literature,Bioorg Med Chem Lett,2011,None
CHEMBL3109985,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2cnc(C3CC3)o2)cc1,IC50,>,50000,nM,0,CHEMBL3112166,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-Ac as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3109990,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccnnc1,IC50,>,50000,nM,0,CHEMBL3112166,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-Ac as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3109989,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1cncnc1,IC50,>,50000,nM,0,CHEMBL3112166,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-Ac as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL518821,0,O=C(c1ccc(-c2nc(COc3ccc(-c4nnco4)cc3)no2)s1)C(F)(F)F,IC50,=,850,nM,0,CHEMBL3112166,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-Ac as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3109995,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1cncc(C(F)(F)F)c1,IC50,=,2300,nM,0,CHEMBL3112167,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-TFA as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3109992,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1cnnc(C2CC2)c1,IC50,=,4400,nM,0,CHEMBL3112167,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-TFA as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3110014,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2ncccn2)cc1,IC50,=,620,nM,0,CHEMBL3112167,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-TFA as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3109985,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2cnc(C3CC3)o2)cc1,IC50,=,40,nM,0,CHEMBL3112174,Inhibition of human recombinant HDAC4 catalytic domain using Boc_Lys_TFA as substrate after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,None
CHEMBL1800249,0,CC(=O)Nc1ccc(C(O)CSc2nc(C)cc(O)n2)cc1,IC50,>,100000,nM,0,CHEMBL1804893,Inhibition of recombinant HDAC4 assessed as inhibition of fluorogenic aminocoumarin release from substrate by trypsin-coupled biochemical assay,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1800036,1,Scientific Literature,Bioorg Med Chem Lett,2011,None
CHEMBL1800374,0,Cc1cc(O)nc(SCC(=O)c2ccc(C(C)(C)C)cc2)n1,IC50,>,100000,nM,0,CHEMBL1804893,Inhibition of recombinant HDAC4 assessed as inhibition of fluorogenic aminocoumarin release from substrate by trypsin-coupled biochemical assay,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1800036,1,Scientific Literature,Bioorg Med Chem Lett,2011,None
CHEMBL3527525,0,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(N)=O)cc1,IC50,=,18000,nM,0,CHEMBL3538487,Inhibition of HDAC4 (unknown origin) expressed in HEK293 cells using [3H]acetylated human histone H4 peptide as substrate by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3526051,1,Scientific Literature,Drug Metab Dispos,2012,CHEMBL3307715
CHEMBL1173445,2,CCCCCCCC(=O)SCC/C=C/[C@@H]1CC(=O)NCc2nc(cs2)C2=N[C@@](C)(CS2)C(=O)N[C@@H](C(C)C)C(=O)O1,IC50,=,3000,nM,1,CHEMBL1177022,Inhibition of human recombinant HDAC4 after 15 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1177705,1,Scientific Literature,J Med Chem,2010,None
CHEMBL566612,2,Cc1ccc(OCCCCN(Cc2ccc(C(=O)NO)cc2)c2ncc(-c3ccc(C)cc3)s2)cc1,Activity,=,54.14,%,0,CHEMBL1037398,Inhibition of human recombinant his tagged HDAC4 expressed in baculovirus assessed as residual activity at 5 uM,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1156110,1,Scientific Literature,Bioorg Med Chem Lett,2009,None
CHEMBL1923288,0,CS(=O)(=O)c1ccc2nc(NC(=O)CCCCCCC(=O)NO)sc2c1,Inhibition,,,%,0,CHEMBL1925879,Inhibition of HDAC4 in human SW620 cells assessed as increase in histone H3 acetylation at 1 ug/ml after 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SW-620,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1921717,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3307944
CHEMBL3771288,0,O=C(NCCCCC(=O)C(F)(F)F)c1nc(-c2nccs2)sc1Cc1ccccc1,IC50,=,68.15,nM,0,CHEMBL3774117,Inhibition of full length His6-tagged GST-fused recombinant human HDAC4 expressed in High5 insect cells using Ac-Lys-Tyr-Lys (e-acetyl)-AMC as substrate after 24 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3769309,1,Scientific Literature,Eur J Med Chem,2016,None
CHEMBL3759869,0,CC(=O)SCCCCCCNC(=O)c1cc(-c2ccc(F)cc2)nn1C,IC50,=,10000,nM,0,CHEMBL3761216,Inhibition of HDAC4 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3758139,1,Scientific Literature,Bioorg Med Chem Lett,2016,None
CHEMBL2179618,0,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3109989,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1cncnc1,IC50,=,20000,nM,0,CHEMBL3112167,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-TFA as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3110003,0,O=C(NO)C1c2ccccc2-c2ccccc21,IC50,=,970,nM,0,CHEMBL3112167,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-TFA as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL4078458,0,COc1ccc(/C=C/C(=O)NO)c(-c2ccc(-c3ccccc3)cc2)c1,IC50,>,20000,nM,1,CHEMBL4037011,Inhibition of HDAC4 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4033774,1,Scientific Literature,J Med Chem,2018,None
CHEMBL3109980,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1cc(Cl)c2c(c1)OCCO2,IC50,>,50000,nM,0,CHEMBL3112166,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-Ac as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3109998,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1cn2cc(C(F)(F)F)nc2s1,IC50,>,50000,nM,0,CHEMBL3112166,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-Ac as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3109988,0,Cc1ncc([C@H]2[C@H](C(=O)NO)[C@@H]2c2ccccc2)s1,IC50,>,50000,nM,0,CHEMBL3112166,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-Ac as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3110023,0,Cn1cc([C@H]2[C@H](C(=O)NO)[C@@H]2c2ccccc2)cn1,IC50,>,50000,nM,0,CHEMBL3112166,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-Ac as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3110020,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2ncco2)cc1,IC50,>,50000,nM,0,CHEMBL3112166,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-Ac as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3110015,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2ncc(F)cn2)cc1,IC50,>,50000,nM,0,CHEMBL3112166,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-Ac as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3110010,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(N2CC3(COC3)C2)cc1,IC50,>,50000,nM,0,CHEMBL3112166,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-Ac as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3110003,0,O=C(NO)C1c2ccccc2-c2ccccc21,IC50,>,50000,nM,0,CHEMBL3112166,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-Ac as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3109986,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2cocn2)cc1,IC50,=,500,nM,0,CHEMBL3112167,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-TFA as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3110001,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc2nccnc2c1,IC50,=,160,nM,0,CHEMBL3112167,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-TFA as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3110000,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc2oc(C3CC3)nc2c1,IC50,=,410,nM,0,CHEMBL3112167,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-TFA as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3109996,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1cn2ccccc2n1,IC50,=,7100,nM,0,CHEMBL3112167,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-TFA as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL3110018,0,Cc1cnc(-c2ccc([C@H]3[C@H](C(=O)NO)[C@@H]3c3ccccc3)cc2)[nH]1,IC50,=,460,nM,0,CHEMBL3112167,Inhibition of HDAC4 in human Jurkat E6.1 cells using Boc-Lys-TFA as substrate incubated for 2 hrs prior to substrate addition measured after 3 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,CHEMBL3307526
CHEMBL2414808,0,C[C@H](CN(C)Cc1ccccc1)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)nc1,IC50,=,18,nM,0,CHEMBL2416792,Inhibition of recombinant human HDAC-4 (2 to 1084) expressed in baculovirus infected Sf9 cells using acetyl-Gly-Ala-Lys(E-trifluoroacetyl)-AMC as substrate after2 hrs by fluorescence microplate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL2413070,1,Scientific Literature,ACS Med Chem Lett,2013,CHEMBL3308860
CHEMBL2431902,0,CC(C)(C)C(=O)N1CCc2cc(C(=O)NO)ccc2C1,IC50,>,50000,nM,0,CHEMBL2433161,Inhibition of N-terminal GST-tagged recombinant human HDAC4 (627 to 1085) expressed in baculovirus using acetyl-Lys(trifluoroacetyl)-AMC as substrate after 1 hr by fluorescence plate reader analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL2429834,1,Scientific Literature,J Med Chem,2013,None
CHEMBL1834362,0,O=C(NC(=S)Nc1ccccc1)c1ccccc1,Inhibition,,,%,0,CHEMBL1838696,Inhibition of HDAC4 using trifluoroacetyl-lysine containing fluorogenic substrate at 100 uM by spectrofluorometry,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1833857,1,Scientific Literature,Bioorg Med Chem Lett,2011,None
CHEMBL1834364,0,COc1cc(NC(=S)NC(=O)c2ccccc2)cc(OC)c1,Inhibition,,,%,0,CHEMBL1838696,Inhibition of HDAC4 using trifluoroacetyl-lysine containing fluorogenic substrate at 100 uM by spectrofluorometry,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1833857,1,Scientific Literature,Bioorg Med Chem Lett,2011,None
CHEMBL1555726,0,O=C(NC(=S)NC1CCCCC1)c1ccccc1,Inhibition,,,%,0,CHEMBL1838696,Inhibition of HDAC4 using trifluoroacetyl-lysine containing fluorogenic substrate at 100 uM by spectrofluorometry,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1833857,1,Scientific Literature,Bioorg Med Chem Lett,2011,None
CHEMBL1834370,0,O=C(NC(=S)NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1,Inhibition,,,%,0,CHEMBL1838696,Inhibition of HDAC4 using trifluoroacetyl-lysine containing fluorogenic substrate at 100 uM by spectrofluorometry,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1833857,1,Scientific Literature,Bioorg Med Chem Lett,2011,None
CHEMBL1496179,0,O=C(NC(=S)NCc1ccccc1)c1ccccc1F,Activity,,,,0,CHEMBL1838703,Activation of HDAC4 using trifluoroacetyl-lysine containing fluorogenic substrate at 100 uM by spectrofluorometry,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1833857,1,Scientific Literature,Bioorg Med Chem Lett,2011,None
