Molecule ChEMBL ID,#RO5 Violations,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL189497,0,CC[C@@H](C(=O)Nc1ccc(C(=O)NO)cc1)c1ccccc1,IC50,=,68,nM,CHEMBL828694,In vitro inhibitory concentration against histone deacetylase of DU-145 prostate cell nuclear extract as deacetylation of biotinylated [3H]-acetyl histone H4 peptide,B,BAO_0000219,cell-based format,Homo sapiens,None,None,prostate,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1141160,1,Scientific Literature,J Med Chem,2005,None
CHEMBL1240581,0,O=C(CCCCc1cc(CS)no1)Nc1ccccc1,Inhibition,=,22,%,CHEMBL1246050,Inhibition of HDAC in human HeLa cells at 1 uM after 15 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1240475,1,Scientific Literature,Eur J Med Chem,2010,CHEMBL3308376
CHEMBL1243321,0,O=C(CCCCc1cc(Cc2nn[nH]n2)no1)Nc1ccccc1,Inhibition,=,0,%,CHEMBL1246050,Inhibition of HDAC in human HeLa cells at 1 uM after 15 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1240475,1,Scientific Literature,Eur J Med Chem,2010,CHEMBL3308376
CHEMBL46942,0,CN(C)c1ccc(C(=O)NCCCCCC(=O)NO)cc1,IC50,=,244,nM,CHEMBL695139,Concentration required to inhibit human Histone deacetylase (HDAC) enzyme by 50%,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1136015,1,Scientific Literature,J Med Chem,2002,None
CHEMBL2408696,0,CN1C(=O)[C@@H](NC(=O)CCCCCCC(=O)NO)N=C(c2ccccc2)c2ccccc21,Inhibition,=,50,%,CHEMBL2412309,Inhibition of HDAC in human NB4 cells assessed as histone H3 acetylation at 0.5 uM by densitometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL2406989,1,Scientific Literature,Eur J Med Chem,2013,CHEMBL3308423
CHEMBL2408688,0,CN1C(=O)[C@@H](O)N=C(c2ccccc2)c2cc(C#CCCCC(=O)NO)ccc21,Inhibition,=,21,%,CHEMBL2412318,Inhibition of HDAC in human HeLa cell extract using fluor de Lys as substrate at 1 uM after 15 mins by fluorometric analysis,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL2406989,1,Scientific Literature,Eur J Med Chem,2013,CHEMBL3308376
CHEMBL2408692,0,CN1C(=O)CN=C(c2ccccc2)c2cc(C#C/C=C/C(=O)NO)ccc21,IC50,=,160,nM,CHEMBL2412317,Inhibition of HDAC in human HeLa cell extract using fluor de Lys as substrate after 15 mins by fluorometric analysis,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL2406989,1,Scientific Literature,Eur J Med Chem,2013,CHEMBL3308376
CHEMBL2403454,0,O=C(CCc1ccccc1)Nc1ccc2sc(C(=O)NO)cc2c1,Inhibition,=,69,%,CHEMBL2406372,Inhibition of HDAC (unknown origin) at 1 uM,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL2401613,1,Scientific Literature,Bioorg Med Chem Lett,2013,None
CHEMBL2403486,0,N#Cc1cc2ccc(NC(=O)[C@H](N)c3ccccc3)cc2s1,Inhibition,<,20,%,CHEMBL2406371,Inhibition of HDAC (unknown origin) at 0.1 uM,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL2401613,1,Scientific Literature,Bioorg Med Chem Lett,2013,None
CHEMBL2403476,0,O=C(NO)c1cc2ccc(CN(CCO)Cc3ccccc3)cc2s1,Inhibition,=,52,%,CHEMBL2406371,Inhibition of HDAC (unknown origin) at 0.1 uM,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL2401613,1,Scientific Literature,Bioorg Med Chem Lett,2013,None
CHEMBL2403477,0,O=C(NO)c1cc2ccc(CN(CCO)c3ccccc3)cc2s1,Inhibition,=,76,%,CHEMBL2406372,Inhibition of HDAC (unknown origin) at 1 uM,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL2401613,1,Scientific Literature,Bioorg Med Chem Lett,2013,None
CHEMBL2403471,0,N[C@H](C(=O)Nc1ccc2cc(C(=O)NO)sc2c1)c1ccccc1,Inhibition,=,69,%,CHEMBL2406371,Inhibition of HDAC (unknown origin) at 0.1 uM,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL2401613,1,Scientific Literature,Bioorg Med Chem Lett,2013,None
CHEMBL140566,0,CC(NCCc1c[nH]c2ccccc12)c1ccc(/C=C/C(=O)NO)cc1,IC50,=,23,nM,CHEMBL695138,Inhibitory activity against histone deacetylase (HDAC) enzyme obtained from H1299 human lung carcinoma cell lysates,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1145132,1,Scientific Literature,J Med Chem,2003,None
CHEMBL358059,0,O=C(/C=C/c1ccc(CN[C@@H](CO)Cc2c[nH]c3ccccc23)cc1)NO,IC50,=,40,nM,CHEMBL695138,Inhibitory activity against histone deacetylase (HDAC) enzyme obtained from H1299 human lung carcinoma cell lysates,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1145132,1,Scientific Literature,J Med Chem,2003,None
CHEMBL249450,1,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@@](O)(C(=O)O)C[C@@H](O)[C@@H]1O,IC50,=,170400,nM,CHEMBL3795030,Inhibition of HDAC in human HeLa nuclear extract using fluor de lys as substrate after 10 to 15 mins by spectrofluorometry,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3792339,1,Scientific Literature,Bioorg Med Chem Lett,2016,None
CHEMBL463337,3,COC(=O)[C@]1(O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](O)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1,IC50,=,7590,nM,CHEMBL3795031,Inhibition of HDAC in human HeLa cells using Boc-Lys(AC)-AMC as substrate after 24 to 48 hrs by spectrofluorometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3792339,1,Scientific Literature,Bioorg Med Chem Lett,2016,CHEMBL3308376
CHEMBL213997,0,O=C(CCC1=CCCN(Cc2ccccc2)C1=O)NO,IC50,=,670,nM,CHEMBL863043,Inhibition of HeLa cell HDAC,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1146044,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308376
CHEMBL1630845,0,O=C(CCCCCCC(=O)NC12CC3CC(CC(C3)C1)C2)NO,IC50,=,420,nM,CHEMBL1638138,Inhibition of human HDAC in HeLa cells by fluorescent activity assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1629675,1,Scientific Literature,Antimicrob Agents Chemother,2009,CHEMBL3308376
CHEMBL1093357,0,Cc1ccc(C)c(NC(=O)CCCCC(=O)NO)c1,Activity,,,,CHEMBL1116925,Induction of HDAC-mediated histone hyperacetylation in human Caco-2 cells at 5 uM after 6 hrs by indirect ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Caco-2,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1156269,1,Scientific Literature,J Med Chem,2010,CHEMBL3307519
CHEMBL1093359,0,Cc1ccc(NC(=O)CCCCC(=O)NO)cc1C,Activity,,,,CHEMBL1116929,Induction of HDAC-mediated histone hyperacetylation in human HepG2 cells at 5 uM after 6 hrs by indirect ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HepG2,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1156269,1,Scientific Literature,J Med Chem,2010,CHEMBL3307718
CHEMBL89033,1,C1=C/CCC[n+]2cccc(c2)CCCCCCCCCCCC[n+]2cccc(c2)CCCCCC/1.O=C([O-])C(F)(F)F.O=C([O-])C(F)(F)F,IC50,=,80000,nM,CHEMBL691511,Inhibitory activity against histone deacetylase (HDAC),B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1146743,1,Scientific Literature,Bioorg Med Chem Lett,2004,None
CHEMBL111806,0,CC(=O)SCCCCCCC(=O)Nc1ccccc1,Inhibition,=,85,%,CHEMBL832122,Percent inhibition against human histone deacetylase at 100 uM,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1145185,1,Scientific Literature,J Med Chem,2005,None
CHEMBL362408,0,NCC(=O)NCCCCCC(=O)Nc1ccccc1,IC50,>,100000,nM,CHEMBL829382,Inhibitory concentration against human histone deacetylase,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1145185,1,Scientific Literature,J Med Chem,2005,None
CHEMBL178726,0,O=C(CO)NCCCCCC(=O)Nc1ccccc1,Inhibition,=,0,%,CHEMBL832122,Percent inhibition against human histone deacetylase at 100 uM,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1145185,1,Scientific Literature,J Med Chem,2005,None
CHEMBL277805,0,Nc1ccccc1NC(=O)CCCCCC(=O)Nc1ccccc1,Activity,,,,CHEMBL1227049,Inhibition of HDAC in human GM15850 cells assessed as increase in histone H4 lysine 8 acetylation of FXN gene at 5 uM after 96 hrs by chromatin immunoprecipitation assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1221187,1,Scientific Literature,Nat Chem Biol,2006,None
CHEMBL1221694,0,Nc1ccccc1NC(=O)CCCCC(=O)Nc1ccccc1,IC50,=,238000,nM,CHEMBL1227029,Inhibition of HDAC in human HeLa cell extract by fluorescence plate reader assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1221187,1,Scientific Literature,Nat Chem Biol,2006,CHEMBL3308376
CHEMBL1221762,0,Nc1ccc(NC(=O)CCCCCC(=O)Nc2ccccc2)cc1,IC50,=,123000,nM,CHEMBL1227029,Inhibition of HDAC in human HeLa cell extract by fluorescence plate reader assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1221187,1,Scientific Literature,Nat Chem Biol,2006,CHEMBL3308376
CHEMBL1221763,0,Nc1ccc(NC(=O)CCCCCCC(=O)Nc2ccccc2)cc1,IC50,=,186000,nM,CHEMBL1227029,Inhibition of HDAC in human HeLa cell extract by fluorescence plate reader assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1221187,1,Scientific Literature,Nat Chem Biol,2006,CHEMBL3308376
CHEMBL140530,0,O=C(/C=C/c1ccc(CNCc2c[nH]c3ccccc23)cc1)NO,IC50,=,59,nM,CHEMBL695138,Inhibitory activity against histone deacetylase (HDAC) enzyme obtained from H1299 human lung carcinoma cell lysates,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1145132,1,Scientific Literature,J Med Chem,2003,None
CHEMBL100282,0,COc1ccc(N)c(NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c1,IC50,=,4600,nM,CHEMBL697247,Inhibitory concentration against histone deacetylase,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1145900,1,Scientific Literature,J Med Chem,2003,None
CHEMBL1688188,0,O=C(CCCCCN1C(=O)c2ccccc2Nc2ccc(Cl)cc21)NO,EC50,=,840,nM,CHEMBL1696265,Inhibition of HDAC activity in human NB4 cells assessed as acetylation of histone H3 after 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1687690,1,Scientific Literature,ACS Med Chem Lett,2010,CHEMBL3308423
CHEMBL1688190,0,COc1ccc2c(c1)N(CCCCCC(=O)NO)C(=O)c1ccccc1N2,EC50,=,390,nM,CHEMBL1696265,Inhibition of HDAC activity in human NB4 cells assessed as acetylation of histone H3 after 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1687690,1,Scientific Literature,ACS Med Chem Lett,2010,CHEMBL3308423
CHEMBL1688191,0,O=C(CCCCCN1C(=O)c2ccccc2Sc2ccc(Cl)cc21)NO,EC50,=,340,nM,CHEMBL1696265,Inhibition of HDAC activity in human NB4 cells assessed as acetylation of histone H3 after 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1687690,1,Scientific Literature,ACS Med Chem Lett,2010,CHEMBL3308423
CHEMBL1688186,0,COc1ccc2c(c1)N(CCCCCC(=O)NO)C(=O)c1ccccc1S2,Ratio,=,12,,CHEMBL1696266,Inhibition of HDAC activity in human NB4 cells assessed as maximum acetylation of histone H3 at EC50 concentration after 24 hrs by Western blot analysis relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1687690,1,Scientific Literature,ACS Med Chem Lett,2010,CHEMBL3308423
CHEMBL1688188,0,O=C(CCCCCN1C(=O)c2ccccc2Nc2ccc(Cl)cc21)NO,Ratio,=,31,,CHEMBL1696266,Inhibition of HDAC activity in human NB4 cells assessed as maximum acetylation of histone H3 at EC50 concentration after 24 hrs by Western blot analysis relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1687690,1,Scientific Literature,ACS Med Chem Lett,2010,CHEMBL3308423
CHEMBL1688192,0,O=C(CCCCCN1C(=O)c2ccccc2Oc2ccccc21)NO,EC50,=,3270,nM,CHEMBL1696267,Inhibition of HDAC activity in human NB4 cells assessed as acetylation of histone H4 after 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1687690,1,Scientific Literature,ACS Med Chem Lett,2010,CHEMBL3308423
CHEMBL1688187,0,O=C(CCCCCN1C(=O)c2ccccc2Sc2ccccc21)NO,Ratio,=,89,,CHEMBL1696268,Inhibition of HDAC activity in human NB4 cells assessed as maximum acetylation of histone H4 at EC50 concentration after 24 hrs by Western blot analysis relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1687690,1,Scientific Literature,ACS Med Chem Lett,2010,CHEMBL3308423
CHEMBL1688183,0,COc1ccc2c(c1)N(CCCCCC(=O)NO)C(=O)c1ccccc1S2(=O)=O,Ratio,=,30550,,CHEMBL1696270,Inhibition of HDAC activity in human NB4 cells assessed as maximum acetylated tubulin at EC50 concentration after 24 hrs by Western blot analysis relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1687690,1,Scientific Literature,ACS Med Chem Lett,2010,CHEMBL3308423
CHEMBL1688194,0,O=C(CCCCCN1C(=O)c2ccccc2Nc2ccccc21)NO,Ratio,=,402,,CHEMBL1696270,Inhibition of HDAC activity in human NB4 cells assessed as maximum acetylated tubulin at EC50 concentration after 24 hrs by Western blot analysis relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1687690,1,Scientific Literature,ACS Med Chem Lett,2010,CHEMBL3308423
CHEMBL136992,0,CCOC(=O)NCCCCCCC(=O)Nc1ccccc1,Inhibition,=,19,%,CHEMBL694904,In vitro inhibitory activity against histone deacetylase (HDAC) isolated from HeLa nuclear extract at a concentration of 100 uM,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1144863,1,Scientific Literature,Bioorg Med Chem Lett,2003,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,50,nM,CHEMBL697247,Inhibitory concentration against histone deacetylase,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1145900,1,Scientific Literature,J Med Chem,2003,None
CHEMBL235191,0,CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1,Inhibition,=,42,%,CHEMBL3744274,Inhibition of human HDAC in HeLa cells nuclear extract at 12.5 uM by fluorimetric assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3739297,1,Scientific Literature,Bioorg Med Chem Lett,2016,CHEMBL3308376
CHEMBL2047027,0,C#Cc1cccc(NC(=O)c2cccc(NC(=O)CCCCCC(=O)NO)c2)c1,IC50,=,3270,nM,CHEMBL2050676,Inhibition of HDAC derived from human HeLa cell nuclear extract using Boc-Lys(acetyl)-AMC as substrate incubated for 5 mins prior to substrate addition measured after 30 mins by fluorimetry,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL2046429,1,Scientific Literature,Bioorg Med Chem,2012,CHEMBL3308376
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,120,nM,CHEMBL695141,Inhibitory concentration against human histone deacetylase,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1145900,1,Scientific Literature,J Med Chem,2003,None
CHEMBL115011,1,O=C(CCCCCCC(=O)C(F)(F)F)Nc1cccc(-c2ccccc2)c1,IC50,=,380,nM,CHEMBL695141,Inhibitory concentration against human histone deacetylase,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1145900,1,Scientific Literature,J Med Chem,2003,None
CHEMBL342474,0,O=C(/C=C/c1ccc(CNCCCc2ccccc2)cc1)NO,IC50,=,64,nM,CHEMBL697247,Inhibitory concentration against histone deacetylase,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1145900,1,Scientific Literature,J Med Chem,2003,None
CHEMBL193962,0,O=C(CS)NCCC(=O)Nc1cnc2ccccc2c1,IC50,=,39500,nM,CHEMBL876995,In vitro inhibitory concentration against Histone deacetylase; Control value 0.06 uM,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1143516,1,Scientific Literature,Bioorg Med Chem Lett,2005,None
CHEMBL147520,0,CC(C)n1cc(C(=O)c2ccccc2)cc1/C=C/C(=O)NO,IC50,=,53000,nM,CHEMBL697247,Inhibitory concentration against histone deacetylase,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1145900,1,Scientific Literature,J Med Chem,2003,None
CHEMBL197774,0,O=C(/C=C/c1ccc2c(c1)C(=O)N(Cc1ccccc1)C2=O)NO,EC50,=,148,nM,CHEMBL882068,Effective concentration for inhibition of histone deacetylase,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1142838,1,Scientific Literature,Bioorg Med Chem Lett,2005,None
CHEMBL180982,0,O=C(CS)NCCCCCNC(=O)c1cccc2cccnc12,Inhibition,=,0.25,uM,CHEMBL830654,In vitro inhibition against human Histone deacetylase,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1142006,1,Scientific Literature,Bioorg Med Chem Lett,2005,None
CHEMBL178150,0,CC(=O)SCC(=O)NCCCCCC(=O)Nc1ccccc1,IC50,=,20100,nM,CHEMBL949104,Inhibition of HDAC from human HeLa cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1142268,1,Scientific Literature,J Med Chem,2008,CHEMBL3308376
CHEMBL113367,0,O=C(O)CNC(=O)C(=O)CCCCCCOc1ccc(-c2ccccc2)cc1,IC50,>,50000,nM,CHEMBL949101,Inhibition of HDAC from human K562 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1142268,1,Scientific Literature,J Med Chem,2008,CHEMBL3308378
CHEMBL340885,0,O=C(CCCCCCc1nc(-c2ccc3ccccc3c2)cs1)NO,IC50,=,4.3,nM,CHEMBL949101,Inhibition of HDAC from human K562 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1142268,1,Scientific Literature,J Med Chem,2008,CHEMBL3308378
CHEMBL124593,0,O=C(CCCCCCc1cnc(-c2ccc(OC(F)(F)F)cc2)o1)NO,IC50,=,89,nM,CHEMBL949101,Inhibition of HDAC from human K562 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1142268,1,Scientific Literature,J Med Chem,2008,CHEMBL3308378
CHEMBL127184,0,O=C(CCCCCCc1cnc(-c2ccccc2)o1)NO,IC50,=,13,nM,CHEMBL949101,Inhibition of HDAC from human K562 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1142268,1,Scientific Literature,J Med Chem,2008,CHEMBL3308378
CHEMBL178203,0,O=C(CS)NCCCCNC(=O)c1ccc(-c2ccccc2)cc1,Inhibition,=,13,uM,CHEMBL830654,In vitro inhibition against human Histone deacetylase,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1142006,1,Scientific Literature,Bioorg Med Chem Lett,2005,None
CHEMBL141940,0,Nc1ccccc1NC(=O)c1ccc(CNC(=O)Cc2ccccc2)cc1,IC50,=,5200,nM,CHEMBL697497,Inhibition of histone deacetylase (HDAC) activity in DU-145 nuclear extracts,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1138834,1,Scientific Literature,J Med Chem,2004,None
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,=,54.5,nM,CHEMBL831536,Inhibitory concentration against human histone deacetylase (HDAC) from HeLa cells with substrate 5a,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1138783,1,Scientific Literature,J Med Chem,2004,CHEMBL3308376
CHEMBL2178762,2,COc1ccc2[nH]cc(C/C(=N\O)C(=O)NCCSSCCNC(=O)/C(Cc3c[nH]c4ccc(OC)cc34)=N/O)c2c1,Inhibition,,,%,CHEMBL2187889,Inhibition of HDAC in human U937 cells assessed as induction of histone H3 acetylation at 5 uM after 30 hrs by cytofluorimetric analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL2177007,1,Scientific Literature,J Med Chem,2012,CHEMBL3308006
CHEMBL2387320,None,O=C(CCCCCCC(=O)NC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]8CO)O[C@@H]7CO)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO)NO,Inhibition,,,%,CHEMBL2387799,Inhibition of HDAC in human K562 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL2384983,1,Scientific Literature,Bioorg Med Chem Lett,2013,CHEMBL3308378
