Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL272980,MOCETINOSTAT,2,396.45,0,3.99,1f,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL947139,Inhibition of HDAC9,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1142268,1,Scientific Literature,J Med Chem,2008,None,,
CHEMBL4126661,,None,352.32,0,2.87,FT895,CC1(C)c2cccc(C(=O)NO)c2CN1c1cnc(C(F)(F)F)cn1,IC50,>,10000,nM,,,,UO_0000065,,,,,0,CHEMBL4123092,Inhibition of full length recombinant human HDAC9 using fluorescent-labeled peptide as substrate by electrophoretic mobility shift assay,A,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4118189,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,,
CHEMBL2018302,TUBASTATIN A,None,335.41,0,2.8,Tubastatin A,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,IC50,>,5000,nM,,,,UO_0000065,,,,,1,CHEMBL4845108,Inhibition of recombinant human HDAC9 measured after 30 mins by fluorescence microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4842385,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,
CHEMBL1767029,,None,305.38,0,2.54,5,CNC(=O)/C(CCCCCCC(=O)Nc1ccccc1)=N\O,IC50,=,30700,nM,4.51,,,UO_0000065,14.78,0.28,1.97,4.97,0,CHEMBL1767519,Inhibition of human HDAC9 using ArgHisLysLys(Ac) fluorogenic peptide as a substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1765034,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL1767033,,None,348.45,0,2.61,17,CNC(=O)/C(CCCCCCC(=O)Nc1ccc(N(C)C)cc1)=N\O,IC50,>,100000,nM,,,,UO_0000065,,,,,0,CHEMBL1767519,Inhibition of human HDAC9 using ArgHisLysLys(Ac) fluorogenic peptide as a substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1765034,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL1767039,,None,416.91,0,4.26,23,CNC(=O)/C(CCCCCCC(=O)Nc1cccc(-c2ccc(Cl)nc2)c1)=N\O,IC50,=,13300,nM,4.88,,,UO_0000065,11.7,0.23,0.62,4.7,0,CHEMBL1767519,Inhibition of human HDAC9 using ArgHisLysLys(Ac) fluorogenic peptide as a substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1765034,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL146250,,None,542.72,2,0.89,2,C/C=C1\NC(=O)[C@@H](CS)NC(=O)[C@@H](C(C)C)NC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](C(C)C)NC1=O,IC50,=,12000,nM,4.92,,,UO_0000065,9.07,0.19,4.03,3.45,0,CHEMBL1838194,Inhibition of recombinant human HDAC9 using Boc-L-Lys(epsilon-trifluoroacetyl)-AMC as substrate by two-step fluorogenic assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1833850,1,Scientific Literature,J Nat Prod,2011,None,,
CHEMBL1836142,THAILANDEPSIN A,None,547.77,1,1.65,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1836042,,None,531.74,2,1.55,7,CCCC[C@H]1NC(=O)C[C@@H](/C=C/CCS)OC(=O)C[C@H](O)[C@@H]([C@@H](C)CC)NC(=O)[C@@H](CS)NC1=O,IC50,=,30000,nM,4.52,,,UO_0000065,8.51,0.18,2.97,3.38,0,CHEMBL1838194,Inhibition of recombinant human HDAC9 using Boc-L-Lys(epsilon-trifluoroacetyl)-AMC as substrate by two-step fluorogenic assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1833850,1,Scientific Literature,J Nat Prod,2011,None,,
CHEMBL1830537,,None,358.49,0,3.29,10y,CCCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCNC(C)C,Ki,=,4.4,nM,8.36,,,UO_0000065,23.31,0.44,5.07,10.55,0,CHEMBL1832528,Competitive inhibition of HDAC9 using KI-104 as substrate by fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1828590,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL3426804,,None,387.44,0,3.57,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4744689,,None,440.51,0,1.76,20q,Nc1ncc(-c2nc(N3CCOCC3)c3ccn(CCCCCCC(=O)NO)c3n2)cn1,IC50,>,10000,nM,,,,UO_0000065,,,,,0,CHEMBL4707192,Inhibition of C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC class2a as substrate measured after 30 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4706478,1,Scientific Literature,J Med Chem,2018,None,TIME = 0.5 hr,
CHEMBL5076343,,None,479.5,0,3.39,24e,Nc1ccccc1NC(=O)c1ccc(CCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,IC50,>,10000,nM,,,,UO_0000065,,,,,0,CHEMBL5032306,Inhibition of HDAC9 (unknown origin) assessed as release of 7-amino-4-methylcoumarin incubated in room temperature for 15 min measured by Spectra max microtitre plate reader,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5030563,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.25 hr,
CHEMBL1800242,,None,301.37,0,2.72,8,CC(=O)Nc1ccc(C(=O)CSc2nccc(C)n2)cc1,IC50,>,100000,nM,,,,UO_0000065,,,,,0,CHEMBL1805036,Inhibition of recombinant HDAC9 assessed as inhibition of fluorogenic aminocoumarin release from substrate by trypsin-coupled biochemical assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1800036,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL1800378,,None,315.35,0,1.96,25,Cc1cc(O)nc(SCC(=O)c2ccc3c(c2)NC(=O)C3)n1,IC50,>,100000,nM,,,,UO_0000065,,,,,0,CHEMBL1805036,Inhibition of recombinant HDAC9 assessed as inhibition of fluorogenic aminocoumarin release from substrate by trypsin-coupled biochemical assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1800036,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL1800380,,None,214.25,0,0.76,27,COC(=O)CSc1nc(C)cc(O)n1,IC50,>,100000,nM,,,,UO_0000065,,,,,0,CHEMBL1805036,Inhibition of recombinant HDAC9 assessed as inhibition of fluorogenic aminocoumarin release from substrate by trypsin-coupled biochemical assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1800036,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL1800381,,None,198.25,0,1.17,28,CC(=O)CSc1nc(C)cc(O)n1,IC50,>,100000,nM,,,,UO_0000065,,,,,0,CHEMBL1805036,Inhibition of recombinant HDAC9 assessed as inhibition of fluorogenic aminocoumarin release from substrate by trypsin-coupled biochemical assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1800036,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL1767046,,None,440.54,0,3.32,41,CNC(=O)/C(CCCCC[C@H](NCc1ccc(OC)cc1)C(=O)Nc1ccccc1)=N\O,IC50,=,65700,nM,4.18,,,UO_0000065,9.49,0.18,0.86,3.73,0,CHEMBL1767519,Inhibition of human HDAC9 using ArgHisLysLys(Ac) fluorogenic peptide as a substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1765034,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,20,nM,7.7,,,UO_0000065,29.13,0.55,5.23,9.82,0,CHEMBL1767519,Inhibition of human HDAC9 using ArgHisLysLys(Ac) fluorogenic peptide as a substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1765034,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL1800382,,None,240.33,0,2.2,29,Cc1cc(O)nc(SCC(=O)C(C)(C)C)n1,IC50,>,100000,nM,,,,UO_0000065,,,,,0,CHEMBL1805036,Inhibition of recombinant HDAC9 assessed as inhibition of fluorogenic aminocoumarin release from substrate by trypsin-coupled biochemical assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1800036,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL1800385,,None,359.5,0,3.5,33,Cc1cc(O)nc(SCC(=O)NCCCCCCc2ccccc2)n1,IC50,>,100000,nM,,,,UO_0000065,,,,,0,CHEMBL1805036,Inhibition of recombinant HDAC9 assessed as inhibition of fluorogenic aminocoumarin release from substrate by trypsin-coupled biochemical assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1800036,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL343448,ROMIDEPSIN,4,540.71,1,1.43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2177588,,None,474.99,0,4.86,65,CN1C[C@@H](C(=O)Nc2ccc(Cl)cc2)[C@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)C1,IC50,=,13000,nM,4.89,,,UO_0000065,10.29,0.2,0.03,5.59,0,CHEMBL2182321,Inhibition of HDAC9 using p53 (379 to 382 residues) based fluorogenic peptide substrate,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL2177000,1,Scientific Literature,J Med Chem,2012,None,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,>,33330,nM,,,,UO_0000065,,,,,0,CHEMBL2340956,Inhibition of HDAC9 (unknown origin) assessed as fluorescence intensity measured after 60 mins incubation at room temperature by trypsin-free microfluidic lab-on-a-chip assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL2331470,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL1800244,,None,315.4,0,3.03,10,CC(=O)Nc1ccc(C(=O)CSc2nc(C)cc(C)n2)cc1,IC50,>,100000,nM,,,,UO_0000065,,,,,0,CHEMBL1805036,Inhibition of recombinant HDAC9 assessed as inhibition of fluorogenic aminocoumarin release from substrate by trypsin-coupled biochemical assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1800036,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL1830536,,None,356.47,0,3.06,10x,CC/C=C\CCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCNCC,Ki,=,5.7,nM,8.24,,,UO_0000065,23.13,0.43,5.18,10.41,0,CHEMBL1832528,Competitive inhibition of HDAC9 using KI-104 as substrate by fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1828590,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL1800243,,None,331.4,0,2.73,9,COc1cc(C)nc(SCC(=O)c2ccc(NC(C)=O)cc2)n1,IC50,>,100000,nM,,,,UO_0000065,,,,,0,CHEMBL1805036,Inhibition of recombinant HDAC9 assessed as inhibition of fluorogenic aminocoumarin release from substrate by trypsin-coupled biochemical assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1800036,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL1800374,,None,316.43,0,3.76,20,Cc1cc(O)nc(SCC(=O)c2ccc(C(C)(C)C)cc2)n1,IC50,>,100000,nM,,,,UO_0000065,,,,,0,CHEMBL1805036,Inhibition of recombinant HDAC9 assessed as inhibition of fluorogenic aminocoumarin release from substrate by trypsin-coupled biochemical assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1800036,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL1767042,,None,487.56,0,3.95,31,CNC(=O)/C(CCCCCCNC(=O)c1cc(-c2ccc(NC(=O)OC(C)(C)C)cc2)on1)=N/O,IC50,>,100000,nM,,,,UO_0000065,,,,,0,CHEMBL1767519,Inhibition of human HDAC9 using ArgHisLysLys(Ac) fluorogenic peptide as a substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1765034,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL1767037,,None,425.49,0,3.91,21,CNC(=O)/C(CCCCCCC(=O)Nc1cccc(-c2ccc(C(=O)O)cc2)c1)=N\O,IC50,=,53700,nM,4.27,,,UO_0000065,10.04,0.19,0.36,3.33,0,CHEMBL1767519,Inhibition of human HDAC9 using ArgHisLysLys(Ac) fluorogenic peptide as a substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1765034,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL1767043,,None,387.44,0,2.18,32,CNC(=O)/C(CCCCCCNC(=O)c1cc(-c2cccc(N)c2)on1)=N/O,IC50,=,2550,nM,5.59,,,UO_0000065,14.44,0.27,3.41,3.92,0,CHEMBL1767519,Inhibition of human HDAC9 using ArgHisLysLys(Ac) fluorogenic peptide as a substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1765034,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL1800377,,None,318.35,0,2.24,24,Cc1cc(O)nc(SCC(=O)c2ccc3c(c2)OCCO3)n1,IC50,>,100000,nM,,,,UO_0000065,,,,,0,CHEMBL1805036,Inhibition of recombinant HDAC9 assessed as inhibition of fluorogenic aminocoumarin release from substrate by trypsin-coupled biochemical assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1800036,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL99,TRICHOSTATIN,1,302.37,0,2.58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3793310,,None,394.47,1,5.83,3,Cc1[nH]c2ccccc2c1/C=C/c1ccccc1-c1ccc(/C=C/C(=O)NO)cc1,IC50,=,8900,nM,5.05,,,UO_0000065,12.8,0.23,-0.78,7.76,0,CHEMBL3795920,Inhibition of human HDAC9 using RHK-K(Ac)-AMC as substrate incubated for 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3792283,1,Scientific Literature,Eur J Med Chem,2016,None,,
CHEMBL2364628,RICOLINOSTAT,2,433.51,0,4.13,ACY-1215,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,IC50,>,10000,nM,,,,UO_0000065,,,,,1,CHEMBL3778489,Inhibition of recombinant HDAC9 (unknown origin) using AMC labeled AC-peptide as substrate incubated for 1 hr by fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3774354,1,Scientific Literature,J Med Chem,2016,None,,
CHEMBL1830420,,None,358.49,0,3.29,10p,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCNCC,Ki,=,14,nM,7.85,,,UO_0000065,21.91,0.41,4.56,9.92,0,CHEMBL1832528,Competitive inhibition of HDAC9 using KI-104 as substrate by fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1828590,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL1800249,,None,319.39,0,2.27,15,CC(=O)Nc1ccc(C(O)CSc2nc(C)cc(O)n2)cc1,IC50,>,100000,nM,,,,UO_0000065,,,,,0,CHEMBL1805036,Inhibition of recombinant HDAC9 assessed as inhibition of fluorogenic aminocoumarin release from substrate by trypsin-coupled biochemical assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1800036,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL1213492,GIVINOSTAT,3,421.5,0,4.55,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2323287,,None,605.79,2,3.44,8,CCCCCCCC(=O)SCC/C=C/[C@@H]1CC(=O)NCc2nc(cs2)-c2nnnn2CC(=O)N[C@@H](C(C)C)C(=O)O1,IC50,=,18400,nM,4.74,,,UO_0000065,7.82,0.16,1.3,3,0,CHEMBL2328536,Inhibition of C-terminal His-tagged human recombinant HDAC9 (amino acids 604- 1066) expressed in baculovirus expression system using fluorogenic acetylated peptide as substrate preincubated with enzyme for 10 mins prior to substrate addition measured after 60 mins by fluorescence analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL2321647,1,Scientific Literature,ACS Med Chem Lett,2013,None,,
CHEMBL356769,TUBACIN,None,721.88,2,8.62,tubacin,O=C(CCCCCCC(=O)Nc1ccc([C@H]2O[C@@H](CSc3nc(-c4ccccc4)c(-c4ccccc4)o3)C[C@@H](c3ccc(CO)cc3)O2)cc1)NO,Ki,=,6300,nM,5.2,,,UO_0000065,7.2,0.14,-3.42,3.63,0,CHEMBL972362,Inhibition of HDAC9,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1150269,1,Scientific Literature,J Med Chem,2008,None,,
CHEMBL484489,,None,328.77,0,2.67,37,O=C(/C=C/c1ccc(Cl)cc1F)NCCCCCC(=O)NO,IC50,=,3.9,nM,8.41,,,UO_0000065,25.58,0.52,5.74,10.72,0,CHEMBL960372,Inhibition of human recombinant HDAC9,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1137690,1,Scientific Literature,Eur J Med Chem,2009,None,,
CHEMBL561604,,None,465.47,1,5.05,4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL489332,,None,418.54,0,3.83,2c,O=C(/C=C/c1ccc2c(c1)nc(CCc1ccccc1)n2CCN1CCCCC1)NO,Ki,=,24,nM,7.62,,,UO_0000065,18.21,0.34,3.79,10.83,0,CHEMBL1832528,Competitive inhibition of HDAC9 using KI-104 as substrate by fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1828590,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL4759584,,None,370.45,0,3.1,6b,CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccc(CN)cc1,IC50,=,17300,nM,4.76,,,UO_0000065,12.85,0.24,1.66,4.42,0,CHEMBL4729576,Inhibition of human HDAC9 expressed in HEK293/T17 cells pre-incubated for 10 mins before Boc-Lys(TFA)-AM substrate addition and measured after 30 mins by fluorescence-based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4725372,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.6667 hr,INHIBITOR
CHEMBL51085,EBSELEN,3,274.18,None,None,EBS; I-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,141000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL3386363,Inhibition of HDAC9 (unknown origin) using fluorogenic peptide as substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3351740,1,Scientific Literature,J Med Chem,2014,None,,
CHEMBL1796689,LARGAZOLE THIOL,None,496.68,0,2.34,2,CC(C)[C@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCS)OC1=O,Inhibition,<,20,%,,,,UO_0000187,,,,,0,CHEMBL3366365,Inhibition of HDAC9 (unknown origin) at 1 uM incubated for 30 mins in presence of BSA and in absence of DTT by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3352121,1,Scientific Literature,ACS Med Chem Lett,2014,None,,
CHEMBL1836145,THAILANDEPSIN B,None,529.73,1,2.08,7,CCCC[C@H]1NC(=O)C[C@H]2/C=C/CCSSC[C@@H](NC1=O)C(=O)N[C@H]([C@@H](C)CC)[C@@H](O)CC(=O)O2,IC50,>,50000,nM,,,,UO_0000065,,,,,0,CHEMBL1838194,Inhibition of recombinant human HDAC9 using Boc-L-Lys(epsilon-trifluoroacetyl)-AMC as substrate by two-step fluorogenic assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1833850,1,Scientific Literature,J Nat Prod,2011,None,,
CHEMBL3828518,,None,505.54,2,1.42,10c,COc1ccc(-c2nc(N3CCOCC3)c3nc(CN(C)c4ncc(C(=O)NO)cn4)n(C)c3n2)cc1,IC50,>,1000,nM,,,,UO_0000065,,,,,0,CHEMBL3829038,Inhibition of C-terminal His-tagged human recombinant HDAC9 (604 to 1066 residues) expressed in baculovirus infected insect Sf9 cells using Ac-peptide-AMC as substrate assessed as release of AMC preincubated for 15 mins followed by substrate addition measured after 1 hr by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3826921,1,Scientific Literature,J Med Chem,2016,CHEMBL3308860,,
CHEMBL1830397,,None,386.54,0,3.73,10f,CN(C)CC(C)(C)Cn1c(CC(C)(C)C)nc2cc(/C=C/C(=O)NO)ccc21,Ki,=,11,nM,7.96,,,UO_0000065,20.59,0.39,4.23,11.31,0,CHEMBL1832528,Competitive inhibition of HDAC9 using KI-104 as substrate by fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1828590,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL3793392,,None,367.36,0,3.38,14,O=C(NO)[C@]1(F)[C@H](c2ccccc2)[C@H]1c1ccc(-c2ncc(F)cn2)cc1,IC50,=,60,nM,7.22,,,UO_0000065,19.66,0.37,3.84,9.62,0,CHEMBL3796511,Inhibition of HDAC9 catalytic domain (unknown origin) using Boc-Lys(TFA)-AMC as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3792315,1,Scientific Literature,ACS Med Chem Lett,2016,None,,
CHEMBL2178223,,None,533.07,1,5,51,CC(C)(O)CN1C[C@H](C(=O)Nc2ccc(Cl)cc2)[C@@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)C1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL2182321,Inhibition of HDAC9 using p53 (379 to 382 residues) based fluorogenic peptide substrate,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL2177000,1,Scientific Literature,J Med Chem,2012,None,,
